线路6,20150101,6,531
线路6,20150101,7,1818
线路6,20150101,8,2554
线路6,20150101,9,2460
线路6,20150101,10,1840
线路6,20150101,11,1531
线路6,20150101,12,1520
线路6,20150101,13,1493
线路6,20150101,14,1786
线路6,20150101,15,2083
线路6,20150101,16,1704
线路6,20150101,17,1958
线路6,20150101,18,1930
线路6,20150101,19,1486
线路6,20150101,20,1751
线路6,20150101,21,1150
线路6,20150102,6,531
线路6,20150102,7,1275
线路6,20150102,8,1833
线路6,20150102,9,1966
线路6,20150102,10,2013
线路6,20150102,11,1531
线路6,20150102,12,1720
线路6,20150102,13,1493
线路6,20150102,14,1786
线路6,20150102,15,2083
线路6,20150102,16,1704
线路6,20150102,17,1958
线路6,20150102,18,1930
线路6,20150102,19,1655
线路6,20150102,20,1751
线路6,20150102,21,1030
线路6,20150103,6,531
线路6,20150103,7,1248
线路6,20150103,8,1771
线路6,20150103,9,1930
线路6,20150103,10,2395
线路6,20150103,11,2206
线路6,20150103,12,1882
线路6,20150103,13,2103
线路6,20150103,14,2330
线路6,20150103,15,2424
线路6,20150103,16,1221
线路6,20150103,17,1958
线路6,20150103,18,1930
线路6,20150103,19,1655
线路6,20150103,20,1751
线路6,20150103,21,1466
线路6,20150104,6,1155
线路6,20150104,7,3508
线路6,20150104,8,4046
线路6,20150104,9,2836
线路6,20150104,10,1742
线路6,20150104,11,1311
线路6,20150104,12,1166
线路6,20150104,13,1345
线路6,20150104,14,1438
线路6,20150104,15,1474
线路6,20150104,16,2141
线路6,20150104,17,3185
线路6,20150104,18,3373
线路6,20150104,19,1683
线路6,20150104,20,1480
线路6,20150104,21,916
线路6,20150105,6,1419
线路6,20150105,7,3801
线路6,20150105,8,3987
线路6,20150105,9,2702
线路6,20150105,10,1677
线路6,20150105,11,1776
线路6,20150105,12,1583
线路6,20150105,13,1680
线路6,20150105,14,1762
线路6,20150105,15,1654
线路6,20150105,16,2147
线路6,20150105,17,3043
线路6,20150105,18,2925
线路6,20150105,19,1439
线路6,20150105,20,991
线路6,20150105,21,991
线路6,20150106,6,1422
线路6,20150106,7,3157
线路6,20150106,8,4346
线路6,20150106,9,2267
线路6,20150106,10,1825
线路6,20150106,11,1564
线路6,20150106,12,1457
线路6,20150106,13,1700
线路6,20150106,14,1891
线路6,20150106,15,1835
线路6,20150106,16,2262
线路6,20150106,17,3271
线路6,20150106,18,3329
线路6,20150106,19,1365
线路6,20150106,20,1302
线路6,20150106,21,1084
线路6,20150107,6,1250
线路6,20150107,7,3237
线路6,20150107,8,3863
线路6,20150107,9,2628
线路6,20150107,10,1882
线路6,20150107,11,1957
线路6,20150107,12,1426
线路6,20150107,13,1621
线路6,20150107,14,1765
线路6,20150107,15,1770
线路6,20150107,16,2569
线路6,20150107,17,3258
线路6,20150107,18,3141
线路6,20150107,19,1704
线路6,20150107,20,1284
线路6,20150107,21,1056
线路11,20150101,6,709
线路11,20150101,7,1760
线路11,20150101,8,3860
线路11,20150101,9,3937
线路11,20150101,10,2995
线路11,20150101,11,3331
线路11,20150101,12,2969
线路11,20150101,13,3094
线路11,20150101,14,3434
线路11,20150101,15,2702
线路11,20150101,16,2760
线路11,20150101,17,3655
线路11,20150101,18,2741
线路11,20150101,19,1986
线路11,20150101,20,1580
线路11,20150101,21,1350
线路11,20150102,6,709
线路11,20150102,7,1799
线路11,20150102,8,3366
线路11,20150102,9,3722
线路11,20150102,10,2995
线路11,20150102,11,2957
线路11,20150102,12,2618
线路11,20150102,13,3134
线路11,20150102,14,3497
线路11,20150102,15,2606
线路11,20150102,16,2760
线路11,20150102,17,3655
线路11,20150102,18,2747
线路11,20150102,19,1951
线路11,20150102,20,1698
线路11,20150102,21,1433
