线路6,20150101,6,618
线路6,20150101,7,1975
线路6,20150101,8,2906
线路6,20150101,9,2364
线路6,20150101,10,2008
线路6,20150101,11,1771
线路6,20150101,12,1745
线路6,20150101,13,1842
线路6,20150101,14,2072
线路6,20150101,15,2102
线路6,20150101,16,2317
线路6,20150101,17,2592
线路6,20150101,18,2451
线路6,20150101,19,1510
线路6,20150101,20,1291
线路6,20150101,21,1101
线路6,20150102,6,619
线路6,20150102,7,1950
线路6,20150102,8,2636
线路6,20150102,9,2311
线路6,20150102,10,1990
线路6,20150102,11,1817
线路6,20150102,12,1799
线路6,20150102,13,1897
线路6,20150102,14,2127
线路6,20150102,15,2156
线路6,20150102,16,2372
线路6,20150102,17,2636
线路6,20150102,18,2464
线路6,20150102,19,1540
线路6,20150102,20,1321
线路6,20150102,21,1130
线路6,20150103,6,767
线路6,20150103,7,1866
线路6,20150103,8,2484
线路6,20150103,9,2374
线路6,20150103,10,2149
线路6,20150103,11,1963
线路6,20150103,12,1946
线路6,20150103,13,2035
线路6,20150103,14,2220
线路6,20150103,15,2250
线路6,20150103,16,2421
线路6,20150103,17,2568
线路6,20150103,18,2409
线路6,20150103,19,1632
线路6,20150103,20,1413
线路6,20150103,21,1223
线路6,20150104,6,1366
线路6,20150104,7,3558
线路6,20150104,8,3974
线路6,20150104,9,2563
线路6,20150104,10,2010
线路6,20150104,11,1791
线路6,20150104,12,1699
线路6,20150104,13,1845
线路6,20150104,14,1981
线路6,20150104,15,2020
线路6,20150104,16,2362
线路6,20150104,17,3136
线路6,20150104,18,2986
线路6,20150104,19,1524
线路6,20150104,20,1284
线路6,20150104,21,1096
线路6,20150105,6,1273
线路6,20150105,7,3465
线路6,20150105,8,3966
线路6,20150105,9,2545
线路6,20150105,10,1974
线路6,20150105,11,1756
线路6,20150105,12,1664
线路6,20150105,13,1794
线路6,20150105,14,1931
线路6,20150105,15,1969
线路6,20150105,16,2312
线路6,20150105,17,3085
线路6,20150105,18,2959
线路6,20150105,19,1497
线路6,20150105,20,1265
线路6,20150105,21,1087
线路6,20150106,6,1306
线路6,20150106,7,3460
线路6,20150106,8,3935
线路6,20150106,9,2484
线路6,20150106,10,1947
线路6,20150106,11,1743
线路6,20150106,12,1651
线路6,20150106,13,1797
线路6,20150106,14,1933
线路6,20150106,15,1972
线路6,20150106,16,2300
线路6,20150106,17,3042
线路6,20150106,18,2916
线路6,20150106,19,1575
线路6,20150106,20,1306
线路6,20150106,21,1115
线路6,20150107,6,1151
线路6,20150107,7,3386
线路6,20150107,8,3909
线路6,20150107,9,2499
线路6,20150107,10,1933
线路6,20150107,11,1714
线路6,20150107,12,1636
线路6,20150107,13,1788
线路6,20150107,14,1924
线路6,20150107,15,1963
线路6,20150107,16,2306
线路6,20150107,17,3086
线路6,20150107,18,2953
线路6,20150107,19,1596
线路6,20150107,20,1258
线路6,20150107,21,1092
线路11,20150101,6,1035
线路11,20150101,7,3329
线路11,20150101,8,4425
线路11,20150101,9,3902
线路11,20150101,10,3235
线路11,20150101,11,2831
线路11,20150101,12,2664
线路11,20150101,13,2749
线路11,20150101,14,2763
线路11,20150101,15,2808
线路11,20150101,16,3051
线路11,20150101,17,3391
线路11,20150101,18,3308
线路11,20150101,19,1945
线路11,20150101,20,1643
线路11,20150101,21,1438
线路11,20150102,6,889
线路11,20150102,7,3135
线路11,20150102,8,4074
线路11,20150102,9,3885
线路11,20150102,10,3286
线路11,20150102,11,2882
线路11,20150102,12,2730
线路11,20150102,13,2814
线路11,20150102,14,2829
线路11,20150102,15,2874
线路11,20150102,16,3116
线路11,20150102,17,3457
线路11,20150102,18,3374
线路11,20150102,19,2010
线路11,20150102,20,1797
线路11,20150102,21,1570
线路11,20150103,6,707
线路11,20150103,7,2550
线路11,20150103,8,3565
线路11,20150103,9,3821
线路11,20150103,10,3380
线路11,20150103,11,2976
线路11,20150103,12,2839
线路11,20150103,13,2932
线路11,20150103,14,2925
线路11,20150103,15,2912
线路11,20150103,16,3154
线路11,20150103,17,3301
线路11,20150103,18,3209
线路11,20150103,19,1970
线路11,20150103,20,1791
线路11,20150103,21,1579
线路11,20150104,6,1748
线路11,20150104,7,4740
线路11,20150104,8,5518
线路11,20150104,9,4052
线路11,20150104,10,3190
线路11,20150104,11,2480
线路11,20150104,12,1991
线路11,20150104,13,2365
线路11,20150104,14,2586
线路11,20150104,15,2640
线路11,20150104,16,3171
线路11,20150104,17,4151
线路11,20150104,18,4090
线路11,20150104,19,2061
线路11,20150104,20,1625
线路11,20150104,21,1468
线路11,20150105,6,1767
线路11,20150105,7,4769
线路11,20150105,8,5537
线路11,20150105,9,4084
线路11,20150105,10,3223
线路11,20150105,11,2444
线路11,20150105,12,1955
线路11,20150105,13,2329
线路11,20150105,14,2550
线路11,20150105,15,2611
线路11,20150105,16,3142
线路11,20150105,17,4137
线路11,20150105,18,4076
线路11,20150105,19,2092
线路11,20150105,20,1584
线路11,20150105,21,1463
线路11,20150106,6,1608
线路11,20150106,7,4552
线路11,20150106,8,5443
线路11,20150106,9,3961
线路11,20150106,10,3130
线路11,20150106,11,2390
线路11,20150106,12,1910
线路11,20150106,13,2285
线路11,20150106,14,2506
线路11,20150106,15,2574
线路11,20150106,16,3052
线路11,20150106,17,4016
线路11,20150106,18,4009
线路11,20150106,19,2016
线路11,20150106,20,1628
线路11,20150106,21,1498
线路11,20150107,6,1527
线路11,20150107,7,4621
线路11,20150107,8,5352
线路11,20150107,9,3894
线路11,20150107,10,3038
线路11,20150107,11,2388
线路11,20150107,12,1873
线路11,20150107,13,2229
线路11,20150107,14,2469
线路11,20150107,15,2522
线路11,20150107,16,3111
线路11,20150107,17,4125
线路11,20150107,18,4118
线路11,20150107,19,2088
线路11,20150107,20,1570
线路11,20150107,21,1466
